Name,CAS,Phase,Tchar,thetachar,DeltaCp,phi0,Source,Cat_1,Cat_2,Cat_3
PCB 180,35065-29-3,Rxi17SilMS,319.28,48.437,207.35,0.001,Brehmer2022,PCB,,
Glyceryl triacetate,102-76-1,Rxi17SilMS,446.15,31.282,1552.2,0.001,Brehmer2022,triglyceride,ester,
Glyceryl tributyrate,60-01-5,Rxi17SilMS,502.88,35.741,899.09,0.001,Brehmer2022,triglyceride,ester,
Glyceryl trihexanoate,621-70-5,Rxi17SilMS,552.28,35.775,730.23,0.001,Brehmer2022,triglyceride,ester,
Glyceryl trioctanoate,538-23-8,Rxi17SilMS,592.1,35.964,778.71,0.001,Brehmer2022,triglyceride,ester,
Glyceryl tridecanoate,621-71-6,Rxi17SilMS,630.8,45.336,1175.3,0.001,Brehmer2022,triglyceride,ester,
Glyceryl trilaurate,538-24-9,Rxi17SilMS,671.09,69.511,1787.7,0.001,Brehmer2022,triglyceride,ester,
Hexane,110-54-3,Rxi5ms,40.032,26.871,42.741,0.002,Brehmer2022,alkanes,,
Benzene,71-43-2,Rxi5ms,40.227,35.178,105.97,0.001,Brehmer2022,BTEX,,
Methyl butyrate,623-42-7,Rxi5ms,51.186,27.537,79.557,0.001,Brehmer2022,FAME,saturated FAME,FAMEs
2-Hexanone,591-78-6,Rxi5ms,55.956,27.874,105.86,0.001,Brehmer2022,ketone,alkanones,
Pentanol,71-41-0,Rxi5ms,63.49,29.567,149.85,0.001,Brehmer2022,alcohol,alcohols,
Heptane,142-82-5,Rxi5ms,64.807,30.972,24.629,0.002,Brehmer2022,alkane,alkanes,
4-Methyl-2-pentanone,108-10-1,Rxi5ms,66.908,28.296,112.27,0.001,Brehmer2022,ketone,,
Toluene,108-88-3,Rxi5ms,68.487,34.066,154.14,0.001,Brehmer2022,BTEX,,
Methyl butyrate,623-42-7,Rxi5ms,69.687,30.863,48.166,0.002,Brehmer2022,FAME,saturated FAME,FAMEs
4-Methyl-2-pentanone,108-10-1,Rxi5ms,74.484,31.291,71.164,0.002,Brehmer2022,ketone,,
Pentanol,71-41-0,Rxi5ms,80.359,31.939,69.163,0.002,Brehmer2022,alcohol,alcohols,
Chlorobenzene,108-90-7,Rxi5ms,81.404,31.701,26.869,0.001,Brehmer2022,aromatic,,
Hexan-1-ol,111-27-3,Rxi5ms,83.489,28.962,47.175,0.001,Brehmer2022,alcohol,alcohols,
2-Hexanone,591-78-6,Rxi5ms,85.96,32.218,66.849,0.002,Brehmer2022,ketone,alkanones,
Heptan-2-one,110-43-0,Rxi5ms,88.171,29.588,50.597,0.001,Brehmer2022,ketone,alkanones,
Octane,111-65-9,Rxi5ms,88.832,32.139,28.419,0.002,Brehmer2022,alkane,alkanes,
Cyclohexanol,108-93-0,Rxi5ms,89.297,31.202,40.236,0.001,Brehmer2022,alcohol,,
Ethylbenzene,100-41-4,Rxi5ms,89.926,36.18,143.21,0.001,Brehmer2022,BTEX,aromatic,
Styrene,100-42-5,Rxi5ms,90.463,31.212,46.996,0.001,Brehmer2022,aromatic,,
n-Heptanal,111-71-7,Rxi5ms,90.98,29.719,40.199,0.001,Brehmer2022,aldehyde,,
Cyclohexanone,108-94-1,Rxi5ms,91.301,31.44,39.392,0.001,Brehmer2022,ketone,,
m-Xylene,108-38-3,Rxi5ms,92.231,36.504,132.63,0.001,Brehmer2022,BTEX,,
p-Xylene,106-42-3,Rxi5ms,92.27,36.398,134.67,0.001,Brehmer2022,BTEX,,
Methyl hexanoate,106-70-7,Rxi5ms,94.594,29.631,71.647,0.001,Brehmer2022,FAME,saturated FAME,FAMEs
o-Xylene,95-47-6,Rxi5ms,96.132,35.806,159.22,0.001,Brehmer2022,BTEX,aromatic,
"1,2-Dimethylbenzene",95-47-6,Rxi5ms,96.132,35.806,159.22,0.001,Brehmer2022,BTEX,aromatic,
Bromobenzene,108-86-1,Rxi5ms,99.752,32.482,41.582,0.001,Brehmer2022,aromatic,,
Chlorobenzene,108-90-7,Rxi5ms,102.66,35.699,59.395,0.002,Brehmer2022,aromatic,,
Hexan-1-ol,111-27-3,Rxi5ms,102.92,32.713,74.139,0.002,Brehmer2022,alcohol,alcohols,
Ethylbenzene,100-41-4,Rxi5ms,104.16,33.701,11.786,0.002,Brehmer2022,BTEX,aromatic,
Phenol,108-95-2,Rxi5ms,104.55,29.621,85.065,0.001,Brehmer2022,aromatic,,
Benzaldehyde,100-52-7,Rxi5ms,104.88,32.007,59.815,0.001,Brehmer2022,allergenic fragrances,aldehyde,aromatic
Heptanol,111-70-6,Rxi5ms,105.71,32.011,143.96,0.001,Brehmer2022,alcohol,alcohols,
m-Xylene,108-38-3,Rxi5ms,105.74,33.229,9.6444,0.002,Brehmer2022,BTEX,,
p-Xylene,106-42-3,Rxi5ms,105.81,33.281,7.0462,0.002,Brehmer2022,BTEX,,
Aniline,62-53-3,Rxi5ms,106.99,31.503,47.886,0.001,Brehmer2022,aromatic,amine,anilines
2-Octanone,111-13-7,Rxi5ms,107.63,29.858,52.707,0.001,Brehmer2022,ketone,alkanones,
Heptan-2-one,110-43-0,Rxi5ms,108.06,33.425,69.467,0.002,Brehmer2022,ketone,alkanones,
Octan-2-ol,123-96-6,Rxi5ms,109.39,29.816,70.022,0.001,Brehmer2022,alcohol,,
2-Chlorophenol,95-57-8,Rxi5ms,110.08,32.328,59.84,0.001,Brehmer2022,aromatic,,
Cyclohexanol,108-93-0,Rxi5ms,110.24,34.726,77.506,0.002,Brehmer2022,alcohol,,
n-Octanal,124-13-0,Rxi5ms,110.25,30.231,68.214,0.001,Brehmer2022,aldehyde,,
Nonane,111-84-2,Rxi5ms,110.41,32.885,46.352,0.002,Brehmer2022,alkane,alkanes,
o-Xylene,95-47-6,Rxi5ms,111.07,33.836,9.8542,0.002,Brehmer2022,BTEX,aromatic,
4-Fluoroaniline,371-40-4,Rxi5ms,111.09,31.012,59.049,0.001,Brehmer2022,aromatic,amine,
n-Heptanal,111-71-7,Rxi5ms,111.5,33.873,67.663,0.002,Brehmer2022,aldehyde,,
Styrene,100-42-5,Rxi5ms,111.89,35.645,57.062,0.002,Brehmer2022,aromatic,,
Cyclohexanone,108-94-1,Rxi5ms,112.87,36.288,59.31,0.002,Brehmer2022,ketone,,
"1,3-Dichlorobenzene",541-73-1,Rxi5ms,114.04,32.457,40.172,0.001,Brehmer2022,aromatic,,
Methyl hexanoate,106-70-7,Rxi5ms,114.38,33.075,66.011,0.002,Brehmer2022,FAME,saturated FAME,FAMEs
Benzyl alcohol,100-51-6,Rxi5ms,117.09,31.64,72.989,0.001,Brehmer2022,allergenic fragrances,alcohol,aromatic
2-Methylphenol,95-48-7,Rxi5ms,118.87,30.818,87.916,0.001,Brehmer2022,aromatic,,
"1,2-Dichlorobenzene",95-50-1,Rxi5ms,119.67,33.15,40.398,0.001,Brehmer2022,aromatic,,
Phenyl acetate,122-79-2,Rxi5ms,120.89,31.489,77.248,0.001,Brehmer2022,ester,aromatic,
Octan-1-ol,111-87-5,Rxi5ms,121.49,30.037,79.264,0.001,Brehmer2022,alcohol,Grob,alcohols
n-Butylbenzene,104-51-8,Rxi5ms,121.9,31.734,51.064,0.001,Brehmer2022,aromatic,,
1-Phenyl ethanol,98-85-1,Rxi5ms,122.07,31.857,70.424,0.001,Brehmer2022,alcohol,aromatic,
4-Methylphenol,106-44-5,Rxi5ms,122.09,30.339,80.003,0.001,Brehmer2022,aromatic,,
Bromobenzene,108-86-1,Rxi5ms,122.29,37.534,56.608,0.002,Brehmer2022,aromatic,,
3-Methylphenol,108-39-4,Rxi5ms,122.29,30.568,86.843,0.001,Brehmer2022,aromatic,,
Acetophenone,98-86-2,Rxi5ms,123.95,32.589,68.163,0.001,Brehmer2022,aromatic,ketone,phenones
Heptanol,111-70-6,Rxi5ms,124.07,34.307,82.053,0.002,Brehmer2022,alcohol,alcohols,
Phenol,108-95-2,Rxi5ms,125.18,34.296,92.146,0.002,Brehmer2022,aromatic,,
Nonan-2-one,821-55-6,Rxi5ms,125.49,30.377,67.747,0.001,Brehmer2022,ketone,alkanones,
Benzaldehyde,100-52-7,Rxi5ms,127.32,36.652,44.285,0.002,Brehmer2022,allergenic fragrances,aldehyde,aromatic
Linalool,78-70-6,Rxi5ms,127.71,31.002,73.314,0.001,Brehmer2022,allergenic fragrances,terpene,alcohol
n-Nonanal,124-19-6,Rxi5ms,128.23,30.852,74.791,0.001,Brehmer2022,aldehyde,Grob,
2-Octanone,111-13-7,Rxi5ms,128.51,34.537,70.776,0.002,Brehmer2022,ketone,alkanones,
Methyl benzoate,93-58-3,Rxi5ms,128.61,32.239,61.952,0.001,Brehmer2022,ester,aromatic,
Nitrobenzene,98-95-3,Rxi5ms,128.7,33.432,62.574,0.001,Brehmer2022,aromatic,,
Aniline,62-53-3,Rxi5ms,129.14,36.776,66.02,0.002,Brehmer2022,aromatic,amine,anilines
"2,6-Dimethylphenol",576-26-1,Rxi5ms,130.09,31.896,62.666,0.001,Brehmer2022,aromatic,Grob,
Octan-2-ol,123-96-6,Rxi5ms,130.1,34.244,76.046,0.002,Brehmer2022,alcohol,,
Decane,124-18-5,Rxi5ms,130.19,33.719,56.797,0.002,Brehmer2022,alkane,Grob,alkanes
Methyl octanoate,111-11-5,Rxi5ms,131.37,30.762,64.364,0.001,Brehmer2022,FAME,saturated FAME,FAMEs
n-Octanal,124-13-0,Rxi5ms,131.41,34.909,75.303,0.002,Brehmer2022,aldehyde,,
2-Chlorophenol,95-57-8,Rxi5ms,132.88,37.706,67.537,0.002,Brehmer2022,aromatic,,
4-Fluoroaniline,371-40-4,Rxi5ms,133.03,36.355,73.625,0.002,Brehmer2022,aromatic,amine,
1-Phenyl-2-propanol,698-87-3,Rxi5ms,135.29,32.413,58.676,0.001,Brehmer2022,aromatic,alcohol,
2-Chloroaniline,95-51-2,Rxi5ms,135.37,33.502,65.609,0.001,Brehmer2022,aromatic,amine,
2-Nitrophenol,88-75-5,Rxi5ms,137.01,34.4,71.506,0.001,Brehmer2022,aromatic,,
"1,3-Dichlorobenzene",541-73-1,Rxi5ms,137.15,37.908,54.352,0.002,Brehmer2022,aromatic,,
"3,5-Dimethylphenol",108-68-9,Rxi5ms,138.63,31.606,96.824,0.001,Brehmer2022,aromatic,,
Benzyl alcohol,100-51-6,Rxi5ms,139.54,36.907,77.281,0.002,Brehmer2022,allergenic fragrances,alcohol,aromatic
2-Methylphenol,95-48-7,Rxi5ms,140.71,35.833,87.923,0.002,Brehmer2022,aromatic,,
Propiophenone,93-55-0,Rxi5ms,141.62,33.904,83.185,0.001,Brehmer2022,phenone,phenones,
Nonanol,143-08-8,Rxi5ms,142.06,33.698,115.04,0.001,Brehmer2022,alcohol,alcohols,
"1,2-Dichlorobenzene",95-50-1,Rxi5ms,143.09,38.892,63.075,0.002,Brehmer2022,aromatic,,
Octan-1-ol,111-87-5,Rxi5ms,143.11,35.047,84.54,0.002,Brehmer2022,alcohol,Grob,alcohols
2-Decanone,693-54-9,Rxi5ms,143.14,32.078,98.246,0.001,Brehmer2022,ketone,alkanones,
Phenyl acetate,122-79-2,Rxi5ms,143.19,36.468,73.997,0.002,Brehmer2022,ester,aromatic,
4-Methylphenol,106-44-5,Rxi5ms,144.03,35.722,92.757,0.002,Brehmer2022,aromatic,,
3-Methylphenol,108-39-4,Rxi5ms,144.09,35.763,95.516,0.002,Brehmer2022,aromatic,,
n-Butylbenzene,104-51-8,Rxi5ms,144.63,37.1,65.033,0.002,Brehmer2022,aromatic,,
1-Phenyl ethanol,98-85-1,Rxi5ms,144.76,37.179,76.105,0.002,Brehmer2022,alcohol,aromatic,
Acetophenone,98-86-2,Rxi5ms,147.12,37.858,66.405,0.002,Brehmer2022,aromatic,ketone,phenones
Nonan-2-one,821-55-6,Rxi5ms,147.41,35.538,79.722,0.002,Brehmer2022,ketone,alkanones,
Undecane,1120-21-4,Rxi5ms,148.87,34.386,39.219,0.002,Brehmer2022,alkane,Grob,alkanes
Linalool,78-70-6,Rxi5ms,149.62,35.69,72.477,0.002,Brehmer2022,allergenic fragrances,terpene,alcohol
n-Nonanal,124-19-6,Rxi5ms,150.25,35.77,77.058,0.002,Brehmer2022,aldehyde,Grob,
Methyl benzoate,93-58-3,Rxi5ms,151.69,37.532,66.803,0.002,Brehmer2022,ester,aromatic,
Methyl octanoate,111-11-5,Rxi5ms,151.9,35.407,98.571,0.002,Brehmer2022,FAME,saturated FAME,FAMEs
Nitrobenzene,98-95-3,Rxi5ms,152.57,38.947,62.194,0.002,Brehmer2022,aromatic,,
"2,6-Dimethylphenol",576-26-1,Rxi5ms,153.44,37.727,74.942,0.002,Brehmer2022,aromatic,Grob,
Butyrophenone,495-40-9,Rxi5ms,155.77,34.326,83.673,0.001,Brehmer2022,phenone,phenones,
Decanol,112-30-1,Rxi5ms,157.89,34.111,129.92,0.001,Brehmer2022,alcohol,alcohols,
2-Undecanone,112-12-9,Rxi5ms,158.93,32.546,97.619,0.001,Brehmer2022,ketone,alkanones,
1-Phenyl-2-propanol,698-87-3,Rxi5ms,159.12,38.277,70.416,0.002,Brehmer2022,aromatic,alcohol,
2-Nitrophenol,88-75-5,Rxi5ms,159.47,38.654,55.588,0.002,Brehmer2022,aromatic,,
2-Chloroaniline,95-51-2,Rxi5ms,159.55,39.307,69.097,0.002,Brehmer2022,aromatic,amine,
Nonanol,143-08-8,Rxi5ms,161.3,36.201,86.509,0.002,Brehmer2022,alcohol,alcohols,
"3,5-Dimethylphenol",108-68-9,Rxi5ms,161.4,36.863,91.447,0.002,Brehmer2022,aromatic,,
Methyl decanoate,110-42-9,Rxi5ms,162.97,31.644,59.101,0.001,Brehmer2022,FAME,Grob,saturated FAME
Propiophenone,93-55-0,Rxi5ms,164.74,38.564,68.914,0.002,Brehmer2022,phenone,phenones,
2-Decanone,693-54-9,Rxi5ms,165.11,36.352,81.296,0.002,Brehmer2022,ketone,alkanones,
Dodecane,112-40-3,Rxi5ms,165.75,35.133,58.893,0.002,Brehmer2022,alkane,alkanes,
Valerophenone,1009-14-9,Rxi5ms,171.32,34.674,84.815,0.001,Brehmer2022,phenone,phenones,
Undecanol,112-42-5,Rxi5ms,172.92,34.385,124.07,0.001,Brehmer2022,alcohol,alcohols,
2-Dodecanone,6175-49-1,Rxi5ms,173.65,32.891,97.598,0.001,Brehmer2022,ketone,alkanones,
Methyl undecanoate,1731-86-8,Rxi5ms,177.2,31.886,62.431,0.001,Brehmer2022,FAME,Grob,saturated FAME
Decanol,112-30-1,Rxi5ms,177.87,36.828,88.452,0.002,Brehmer2022,alcohol,alcohols,
Butyrophenone,495-40-9,Rxi5ms,179.18,38.985,70.837,0.002,Brehmer2022,phenone,phenones,
2-Undecanone,112-12-9,Rxi5ms,181.4,36.906,81.647,0.002,Brehmer2022,ketone,alkanones,
Tridecane,629-50-5,Rxi5ms,181.54,35.765,69.863,0.002,Brehmer2022,alkane,alkanes,
Methyl decanoate,110-42-9,Rxi5ms,184.87,37.147,113.68,0.002,Brehmer2022,FAME,Grob,saturated FAME
Hexanophenone,942-92-7,Rxi5ms,185.82,34.833,84.36,0.001,Brehmer2022,phenone,phenones,
Dodecanol,112-53-8,Rxi5ms,186.93,34.576,128.98,0.001,Brehmer2022,alcohol,alcohols,
2-Tridecanone,593-08-8,Rxi5ms,187.43,33.273,104.48,0.001,Brehmer2022,ketone,alkanones,
Methyl laurate,111-82-0,Rxi5ms,190.64,32.187,60.252,0.001,Brehmer2022,FAME,Grob,saturated FAME
Undecanol,112-42-5,Rxi5ms,193.28,37.256,88.277,0.002,Brehmer2022,alcohol,alcohols,
Valerophenone,1009-14-9,Rxi5ms,195.13,39.499,76.512,0.002,Brehmer2022,phenone,phenones,
Tetradecane,629-59-4,Rxi5ms,196.38,36.223,72.89,0.002,Brehmer2022,alkane,alkanes,
2-Dodecanone,6175-49-1,Rxi5ms,196.52,37.348,86.257,0.002,Brehmer2022,ketone,alkanones,
Heptanophenone,1671-75-6,Rxi5ms,199.45,35.186,93.177,0.001,Brehmer2022,phenone,phenones,
Methyl undecanoate,1731-86-8,Rxi5ms,199.74,38.015,126.4,0.002,Brehmer2022,FAME,Grob,saturated FAME
Methyl tridecanoate,1731-88-0,Rxi5ms,203.27,32.352,58.904,0.001,Brehmer2022,FAME,saturated FAME,FAMEs
Dodecanol,112-53-8,Rxi5ms,207.9,38.185,104.33,0.002,Brehmer2022,alcohol,alcohols,
Hexanophenone,942-92-7,Rxi5ms,210.01,39.917,82.994,0.002,Brehmer2022,phenone,phenones,
Pentadecane,629-62-9,Rxi5ms,210.26,36.697,80.269,0.002,Brehmer2022,alkane,alkanes,
2-Tridecanone,593-08-8,Rxi5ms,212.1,41.937,204.71,0.002,Brehmer2022,ketone,alkanones,
Octanophenone,1674-37-9,Rxi5ms,212.34,35.512,102.42,0.001,Brehmer2022,phenone,phenones,
2-Pentadecanone,2345-28-0,Rxi5ms,212.89,34.033,118.49,0.001,Brehmer2022,ketone,alkanones,
Methyl laurate,111-82-0,Rxi5ms,213.76,38.648,132.03,0.002,Brehmer2022,FAME,Grob,saturated FAME
Methyl myristoleate,92857-33-5,Rxi5ms,214.13,32.965,64.999,0.001,Brehmer2022,FAME,,
Methyl myristate,124-10-7,Rxi5ms,215.09,32.657,69.442,0.001,Brehmer2022,FAME,saturated FAME,FAMEs
Hexadecane,544-76-3,Rxi5ms,223.35,37.195,88.101,0.002,Brehmer2022,alkane,alkanes,
Heptanophenone,1671-75-6,Rxi5ms,224.31,40.947,101.2,0.002,Brehmer2022,phenone,phenones,
Methyl cis-10-pentadecenoate,90176-52-6,Rxi5ms,225.48,33.231,73.29,0.001,Brehmer2022,FAME,,
Methyl pentadecanoate,7132-64-1,Rxi5ms,226.36,32.912,75.927,0.001,Brehmer2022,FAME,saturated FAME,FAMEs
 Methyl tridecanoate,1731-88-0,Rxi5ms,227.01,39.183,136.47,0.002,Brehmer2022,FAME,saturated FAME,FAMEs
Methyl palmitoleate,10030-74-7,Rxi5ms,235.43,33.548,79.625,0.001,Brehmer2022,FAME,,
Heptadecane,629-78-7,Rxi5ms,235.82,37.591,89.85,0.002,Brehmer2022,alkane,alkanes,
Methyl palmitate,112-39-0,Rxi5ms,237.07,33.221,85.696,0.001,Brehmer2022,FAME,saturated FAME,FAMEs
2-Pentadecanone,2345-28-0,Rxi5ms,237.31,39.681,122.27,0.002,Brehmer2022,ketone,alkanones,
Octanophenone,1674-37-9,Rxi5ms,238.12,42.007,115.29,0.002,Brehmer2022,phenone,phenones,
Methyl myristoleate,92857-33-5,Rxi5ms,238.72,39.97,133.36,0.002,Brehmer2022,FAME,,
Methyl myristate,124-10-7,Rxi5ms,239.52,39.6,136.81,0.002,Brehmer2022,FAME,saturated FAME,FAMEs
PCB 52,35693-99-3,Rxi5ms,246.43,37.268,8.3383,0.001,Brehmer2022,PCB,,
Methyl heptadecanoate,1731-92-6,Rxi5ms,247.32,33.468,91.557,0.001,Brehmer2022,FAME,saturated FAME,FAMEs
Octadecane,593-45-3,Rxi5ms,247.63,38.356,108.38,0.002,Brehmer2022,alkane,alkanes,
Methyl cis-10-pentadecenoate,90176-52-6,Rxi5ms,250.72,40.432,136.77,0.002,Brehmer2022,FAME,,
Methyl pentadecanoate,7132-64-1,Rxi5ms,251.37,39.992,138.82,0.002,Brehmer2022,FAME,saturated FAME,FAMEs
Methyl stearate,112-61-8,Rxi5ms,257.13,33.703,97.224,0.001,Brehmer2022,FAME,saturated FAME,FAMEs
Methyl palmitoleate,10030-74-7,Rxi5ms,261.19,40.871,140.38,0.002,Brehmer2022,FAME,,
Methyl palmitate,112-39-0,Rxi5ms,262.6,40.35,142.22,0.002,Brehmer2022,FAME,saturated FAME,FAMEs
PCB 101,37680-73-2,Rxi5ms,264.0,37.815,41.422,0.001,Brehmer2022,PCB,,
Eicosane,112-95-8,Rxi5ms,269.42,38.794,108.9,0.002,Brehmer2022,alkane,alkanes,
PCB 28,7012-37-5,Rxi5ms,269.83,47.3,101.63,0.002,Brehmer2022,PCB,,
Methyl heptadecanoate,1731-92-6,Rxi5ms,273.21,40.542,142.5,0.002,Brehmer2022,FAME,saturated FAME,FAMEs
Methyl arachidate,1120-28-1,Rxi5ms,275.49,33.973,95.71,0.001,Brehmer2022,FAME,saturated FAME,FAMEs
PCB 52,35693-99-3,Rxi5ms,276.1,47.072,115.78,0.002,Brehmer2022,PCB,,
PCB 153,35065-27-1,Rxi5ms,280.63,38.577,65.602,0.001,Brehmer2022,PCB,,
Methyl stearate,112-61-8,Rxi5ms,283.43,40.879,146.92,0.002,Brehmer2022,FAME,saturated FAME,FAMEs
Methyl heneicosanoate,6064-90-0,Rxi5ms,284.11,34.241,108.6,0.001,Brehmer2022,FAME,saturated FAME,FAMEs
PCB 138,35065-28-2,Rxi5ms,286.36,39.461,85.047,0.001,Brehmer2022,PCB,,
PCB 138 Std,35065-28-2,Rxi5ms,286.76,39.799,78.936,0.001,Brehmer2022,PCB,,
Methyl behenate,929-77-1,Rxi5ms,292.33,34.363,115.13,0.001,Brehmer2022,FAME,saturated FAME,FAMEs
PCB 101,37680-73-2,Rxi5ms,294.79,47.596,114.22,0.002,Brehmer2022,PCB,,
PCB 180,35065-29-3,Rxi5ms,299.53,39.547,60.742,0.001,Brehmer2022,PCB,,
Methyl tricosanoate,2433-97-8,Rxi5ms,300.3,34.592,124.48,0.001,Brehmer2022,FAME,saturated FAME,FAMEs
Methyl arachidate,1120-28-1,Rxi5ms,302.28,41.176,150.1,0.002,Brehmer2022,FAME,saturated FAME,FAMEs
Methyl nervonate,2733-88-2,Rxi5ms,306.76,35.154,128.14,0.001,Brehmer2022,FAME,,
Methyl lignocerate,2442-49-1,Rxi5ms,308.02,34.864,135.0,0.001,Brehmer2022,FAME,,
Methyl heneicosanoate,6064-90-0,Rxi5ms,311.09,41.342,154.5,0.002,Brehmer2022,FAME,saturated FAME,FAMEs
PCB 153,35065-27-1,Rxi5ms,312.2,48.061,113.77,0.002,Brehmer2022,PCB,,
PCB 138,35065-28-2,Rxi5ms,318.7,48.915,112.75,0.002,Brehmer2022,PCB,,
Methyl behenate,929-77-1,Rxi5ms,319.69,41.75,164.65,0.002,Brehmer2022,FAME,saturated FAME,FAMEs
Methyl tricosanoate,2433-97-8,Rxi5ms,325.46,37.848,54.367,0.002,Brehmer2022,FAME,saturated FAME,FAMEs
PCB 180,35065-29-3,Rxi5ms,332.05,49.986,127.15,0.002,Brehmer2022,PCB,,
Methyl nervonate,2733-88-2,Rxi5ms,334.85,42.664,169.23,0.002,Brehmer2022,FAME,,
Methyl lignocerate,2442-49-1,Rxi5ms,335.89,42.292,175.53,0.002,Brehmer2022,FAME,,
Naphthalene,91-20-3,Rxi17SilMS,157.87,35.057,38.625,0.001,Duong2022,PAH,,
Acenaphthylene,208-96-8,Rxi17SilMS,205.21,37.553,10.239,0.001,Duong2022,PAH,,
Acenaphthene,83-32-9,Rxi17SilMS,208.2,37.357,14.94,0.001,Duong2022,PAH,,
Fluorene,86-73-7,Rxi17SilMS,221.12,37.678,23.95,0.001,Duong2022,PAH,,
Phenanthrene,85-01-8,Rxi17SilMS,251.49,40.017,37.131,0.001,Duong2022,PAH,,
Anthracene,120-12-7,Rxi17SilMS,252.1,39.71,32.287,0.001,Duong2022,PAH,,
Fluoranthene,206-44-0,Rxi17SilMS,286.09,42.41,52.128,0.001,Duong2022,PAH,,
Pyrene,129-00-0,Rxi17SilMS,295.18,43.347,44.407,0.001,Duong2022,PAH,,
Benz[a]anthracene,56-55-3,Rxi17SilMS,326.6,43.868,52.762,0.001,Duong2022,PAH,,
Chrysene,218-01-9,Rxi17SilMS,329.16,44.144,53.047,0.001,Duong2022,PAH,,
Benzo[b]fluoranthene,205-99-2,Rxi17SilMS,356.75,46.266,72.882,0.001,Duong2022,PAH,,
Benzo[k]fluoranthene,207-08-9,Rxi17SilMS,356.98,45.947,69.956,0.001,Duong2022,PAH,,
Benzo[a]pyrene,50-32-8,Rxi17SilMS,368.4,47.65,74.036,0.001,Duong2022,PAH,,
"Dibenzo[a,h]anthracene",53-70-3,Rxi17SilMS,391.69,48.823,100.84,0.001,Duong2022,PAH,,
"Indeno[1,2,3-cd]pyrene",193-39-5,Rxi17SilMS,393.38,49.565,89.155,0.001,Duong2022,PAH,,
"Benzo[g,h,i]perylene",191-24-2,Rxi17SilMS,402.87,51.998,102.54,0.001,Duong2022,PAH,,
Anthracene,120-12-7,ZB-PAH-CT,232.09,34.129,11.079,0.001,Duong2022,PAH,,
Chrysene,218-01-9,ZB-PAH-CT,296.87,35.293,20.003,0.001,Duong2022,PAH,,
Benz[a]anthracene,56-55-3,ZB-PAH-CT,298.96,37.657,60.26,0.001,Duong2022,PAH,,
"Benzo[g,h,i]perylene",191-24-2,ZB-PAH-CT,359.69,38.222,4.7678,0.001,Duong2022,PAH,,
"Dibenzo[a,h]anthracene",53-70-3,ZB-PAH-CT,362.95,43.648,94.176,0.001,Duong2022,PAH,,
"Indeno[1,2,3-cd]pyrene",193-39-5,ZB-PAH-CT,382.99,66.166,241.94,0.001,Duong2022,PAH,,
"2,3-Butanediol",513-85-9,Rxi5ms,64.89,26.798,176.13,0.001,Gaida2021,alcohol,,
C8,111-65-9,Rxi5ms,69.344,27.188,86.692,0.001,Gaida2021,alkane,alkanes,
Ethyl butyrate,105-54-4,Rxi5ms,69.573,27.149,75.052,0.001,Gaida2021,ester,,
C9,111-84-2,Rxi5ms,90.152,28.199,40.26,0.001,Gaida2021,alkane,alkanes,
C10,124-18-5,Rxi5ms,109.1,28.981,46.944,0.001,Gaida2021,alkane,Grob,alkanes
C10,124-18-5,Rxi5ms,109.32,29.653,72.846,0.001,Gaida2021,alkane,Grob,alkanes
D-Limonene,138-86-3,Rxi5ms,117.34,31.875,64.142,0.001,Gaida2021,terpene,allergenic fragrances,
Eucalyptol,470-82-6,Rxi5ms,118.44,32.647,73.646,0.001,Gaida2021,terpene,,
1-Octanol,111-87-5,Rxi5ms,121.67,30.582,104.83,0.001,Gaida2021,alcohol,Grob,alcohols
C11,1120-21-4,Rxi5ms,126.62,29.743,57.036,0.001,Gaida2021,alkane,Grob,alkanes
C11,1120-21-4,Rxi5ms,126.89,30.452,78.666,0.001,Gaida2021,alkane,Grob,alkanes
2-Ethylhexanoic acid,149-57-5,Rxi5ms,127.12,29.758,146.17,0.001,Gaida2021,carboxylic acid,Grob,
Nonanal,124-19-6,Rxi5ms,128.24,31.139,87.62,0.001,Gaida2021,aldehyde,Grob,
"2,6-Dimethylphenol",576-26-1,Rxi5ms,130.35,32.719,92.101,0.001,Gaida2021,aromatic,Grob,
Benzoic acid,65-85-0,Rxi5ms,136.17,31.003,115.54,0.001,Gaida2021,carboxylic acid,,
"2,6-Xylidine",87-62-7,Rxi5ms,142.13,34.097,81.506,0.001,Gaida2021,amine,aromatic,Grob
C12,112-40-3,Rxi5ms,143.0,30.676,72.946,0.001,Gaida2021,alkane,alkanes,
Geraniol,106-24-1,Rxi5ms,152.57,32.225,92.94,0.001,Gaida2021,terpene,allergenic fragrances,
Hydroxycitronellal,107-75-5,Rxi5ms,157.77,32.627,92.205,0.001,Gaida2021,aldehyde,allergenic fragrances,
C13,629-50-5,Rxi5ms,158.32,31.175,72.2,0.001,Gaida2021,alkane,alkanes,
Thymol,89-83-8,Rxi5ms,158.33,32.935,113.97,0.001,Gaida2021,terpene,,
Cinnamic aldehyde,104-55-2,Rxi5ms,158.56,34.575,79.993,0.001,Gaida2021,aldehyde,allergenic fragrances,
C10 FAME,110-42-9,Rxi5ms,161.92,31.918,96.575,0.001,Gaida2021,FAME,Grob,saturated FAME
Cinnamyl alcohol,104-54-1,Rxi5ms,162.71,34.134,86.42,0.001,Gaida2021,alcohol,allergenic fragrances,
