Name,CAS,Cnumber,Hnumber,Onumber,Nnumber,Ringnumber,Molmass,Phase,Tchar,thetachar,DeltaCp,phi0,Annotation
1-Naphthol,90-15-3,10,8,1,0,2,144.17,DB5ms,191.599861,36.02398854,91.42117342,0.001,Boswell.2012
Anthracene,120-12-7,14,10,0,0,3,178.23,DB5ms,231.9416931,40.06970426,76.36473447,0.001,Boswell.2012
Coumarin,91-64-5,9,6,2,0,2,146.14,DB5ms,183.7176252,36.2514354,65.42217186,0.001,Boswell.2012
Indole,120-72-9,8,7,0,1,2,117.15,DB5ms,160.3187321,34.14364781,74.44483427,0.001,Boswell.2012
Indole-3-acetic acid ethyl ester,778-82-5,12,13,2,1,2,203.24,DB5ms,235.1998249,36.69262717,100.5447257,0.001,Boswell.2012
Triphenylmethane,519-73-3,19,16,0,0,3,244.3,DB5ms,250.0403582,38.24850824,94.17778912,0.001,Boswell.2012
Benzamide,55-21-0,7,7,1,1,1,121.14,DB5ms,164.5055341,33.98960216,82.91606286,0.001,Boswell.2012
Resorcinol,108-46-3,6,6,2,0,1,110.11,DB5ms,152.6990298,30.99872307,110.3649351,0.001,Boswell.2012
Pyridine,110-86-1,5,5,0,1,1,79.1,DB5ms,55.33157484,27.4701178,55.93032684,0.001,Boswell.2012
4-Methylpyridine,108-89-4,6,7,0,1,1,93.13,DB5ms,81.7948204,29.69535351,42.92273252,0.001,Boswell.2012
Tert-butylpyridine,3978-81-2,9,13,0,1,1,135.21,DB5ms,126.9319648,32.1215858,64.32155425,0.001,Boswell.2012
1-Octanol,111-87-5,8,18,1,0,0,130.23,DB5ms,119.6569417,29.38760494,72.70833038,0.001,Boswell.2012
Octanoic acid,124-07-2,8,16,2,0,0,144.21,DB5ms,133.6557622,28.75899838,105.3103949,0.001,Boswell.2012
Decanoic acid ,334-48-5,10,20,2,0,0,172.26,DB5ms,164.3341959,30.68465663,102.4890215,0.001,Boswell.2012
Dextromethorphan,125-71-3,18,25,1,1,4,271.4,DB5ms,268.2260163,40.01727157,99.94029767,0.001,Boswell.2012
Lidocaine,137-58-6,14,22,1,2,1,234.34,DB5ms,236.1289654,36.90947773,92.94055326,0.001,Boswell.2012
Caffeine,58-08-2,8,10,2,4,2,194.19,DB5ms,232.595792,37.76460116,94.91169614,0.001,Boswell.2012
(1S,2R)-1-phenyl-2-(1- pyrrolidinyl)-1-propanol,56571-91-6,13,19,1,1,2,205.3,DB5ms,214.2785609,36.70269154,85.54240731,0.001,Boswell.2012
Diphenylamine,122-39-4,12,11,0,1,2,169.22,DB5ms,206.2551442,36.27459828,86.25682952,0.001,Boswell.2012
Benzocaine,94-09-7,9,11,2,1,1,165.19,DB5ms,198.824021,35.05532969,88.43618863,0.001,Boswell.2012
Nikethamide,59-26-7,10,14,1,2,1,178.231,DB5ms,194.2702183,35.17651517,84.67517462,0.001,Boswell.2012
Nicotine,54-11-5,10,14,0,2,2,162.236,DB5ms,168.9487582,34.76518295,71.15271304,0.001,Boswell.2012
C7,142-82-5,7,16,0,0,0,100.21,DB5ms,43.99717704,26.3542695,0.717041237,0.001,Boswell.2012
C8,111-65-9,8,18,0,0,0,114.2,DB5ms,67.02642514,27.01503132,42.35070353,0.001,Boswell.2012
C9,111-84-2,9,20,0,0,0,128.26,DB5ms,87.97035749,28.00434548,51.33151226,0.001,Boswell.2012
C10,124-18-5,10,22,0,0,0,142.28,DB5ms,107.202044,28.83620285,58.23985829,0.001,Boswell.2012
C11,1120-21-4,11,24,0,0,0,156.31,DB5ms,124.9021272,29.54926352,66.52577242,0.001,Boswell.2012
C12,112-40-3,12,26,0,0,0,170.34,DB5ms,141.4655073,30.25938816,71.24113251,0.001,Boswell.2012
C13,629-50-5,13,28,0,0,0,184.37,DB5ms,156.8979447,30.89374854,80.34669517,0.001,Boswell.2012
C14,629-59-4,14,30,0,0,0,198.39,DB5ms,171.640166,31.48419008,76.29925452,0.001,Boswell.2012
C15,629-62-9,15,32,0,0,0,212.42,DB5ms,185.1710494,32.00504249,84.61082896,0.001,Boswell.2012
C16,544-76-3,16,34,0,0,0,226.45,DB5ms,198.1335378,32.38323207,85.55892026,0.001,Boswell.2012
C17,629-78-7,17,36,0,0,0,240.47,DB5ms,210.1265277,32.72330094,92.9073675,0.001,Boswell.2012
C18,593-45-3,18,38,0,0,0,254.5,DB5ms,221.6045531,33.07423677,101.2703788,0.001,Boswell.2012
C19,629-92-5,19,40,0,0,0,268.53,DB5ms,232.6153901,33.48814205,105.6835299,0.001,Boswell.2012
C20,112-95-8,20,42,0,0,0,282.55,DB5ms,243.0754419,33.81519891,112.7737353,0.001,Boswell.2012
C21,629-94-7,21,44,0,0,0,296.58,DB5ms,253.0700519,34.13609992,118.9497893,0.001,Boswell.2012
C22,629-97-0,22,46,0,0,0,310.61,DB5ms,262.6334608,34.42582842,125.2252071,0.001,Boswell.2012
C23,638-67-5,23,48,0,0,0,324.63,DB5ms,271.8011763,34.70988139,131.6410939,0.001,Boswell.2012
C24,646-31-1,24,50,0,0,0,338.66,DB5ms,280.594143,34.97462819,137.5359786,0.001,Boswell.2012
C25,629-99-2,25,52,0,0,0,352.69,DB5ms,289.0460408,35.21388571,142.5324383,0.001,Boswell.2012
C26,630-01-3,26,54,0,0,0,366.71,DB5ms,297.1902825,35.44605338,147.2595957,0.001,Boswell.2012
C28,630-02-4,28,58,0,0,0,394.77,DB5ms,312.5833451,35.82551078,154.8157406,0.001,Boswell.2012
C30,638-68-6,30,62,0,0,0,422.82,DB5ms,326.9086855,36.13904455,161.7840108,0.001,Boswell.2012
C32,544-85-4,32,66,0,0,0,450.88,DB5ms,340.3284054,36.46206159,171.337024,0.001,Boswell.2012
C34,14167-59-0,34,70,0,0,0,478.93,DB5ms,352.4161919,36.34329429,171.7079445,0.001,Boswell.2012
C36,630-06-8,36,74,0,0,0,506.98,DB5ms,364.1956966,36.57570771,181.8458871,0.001,Boswell.2012
Ethyl butyrate,105-54-4,6,12,2,0,0,116.16,Rxi5MS,69.57323416,27.14853215,75.05249715,0.001,Gaida.2021
D-Limonene,5989-27-5,10,16,0,0,1,136.24,Rxi5MS,117.3447408,31.87467126,64.14221025,0.001,Gaida.2021
Eucalyptol,470-82-6,10,18,1,0,2,154.25,Rxi5MS,118.4431446,32.64660941,73.6465152,0.001,Gaida.2021
Benzoic acid,65-85-0,7,6,2,0,1,122.12,Rxi5MS,136.1698117,31.00269989,115.5374606,0.001,Gaida.2021
Geraniol,106-24-1,10,18,1,0,0,154.25,Rxi5MS,152.5728344,32.22485737,92.94031245,0.001,Gaida.2021
trans Cinnamic aldehyde,14371-10-9,9,8,1,0,1,132.16,Rxi5MS,158.5646395,34.57535438,79.9938045,0.001,Gaida.2021
Hydroxycitronellal,107-75-5,10,20,2,0,0,172.27,Rxi5MS,157.7684537,32.62744069,92.20531065,0.001,Gaida.2021
Thymol,89-83-8,10,14,1,0,1,150.22,Rxi5MS,158.3288249,32.93504077,113.9660201,0.001,Gaida.2021
Cinnamyl alcohol,104-54-1,9,10,1,0,1,134.18,Rxi5MS,162.7136816,34.13370318,86.42008155,0.001,Gaida.2021
Vanillin,121-33-5,8,8,3,0,1,152.14,Rxi5MS,177.226931,35.43857157,91.22253675,0.001,Gaida.2021
Cinnamyl acetate,103-54-8,11,12,2,0,1,176.22,Rxi5MS,181.6212689,34.18931787,92.58112605,0.001,Gaida.2021
Benzyl salicylate,118-58-1,14,12,3,0,2,228.25,Rxi5MS,237.8696888,38.43911697,96.66853425,0.001,Gaida.2021
2,3-Butanediol,513-85-9,4,10,2,0,0,90.12,Rxi5MS,64.89037504,26.79831928,176.1302108,0.001,Gaida.2021
C10g,124-18-5,10,22,0,0,0,142.28,Rxi5MS,109.3200654,29.6530423,72.84582885,0.001,Gaida.2021
1-Octanol,111-8-5,8,18,1,0,0,130.23,Rxi5MS,121.6684128,30.58151815,104.8267217,0.001,Gaida.2021
C11g,1120-21-4,11,24,0,0,0,156.31,Rxi5MS,126.8905751,30.45223403,78.66597885,0.001,Gaida.2021
Nonanal,124-19-6,9,18,1,0,0,142.24,Rxi5MS,128.244078,31.13864075,87.62069535,0.001,Gaida.2021
2,6-Dimethylphenol,576-26-1,8,10,1,0,1,122.17,Rxi5MS,130.3535117,32.7186864,92.1013794,0.001,Gaida.2021
2-Ethylhexanoic acid,149-57-5,8,16,2,0,0,144.21,Rxi5MS,127.1229189,29.75823766,146.1730673,0.001,Gaida.2021
2,6-Xylidine,87-62-7,8,11,0,1,1,121.18,Rxi5MS,142.1265418,34.09685982,81.50621205,0.001,Gaida.2021
C10 FAME,110-42-9,11,22,2,0,0,186.29,Rxi5MS,161.9227727,31.91777124,96.57541185,0.001,Gaida.2021
Dicyclohexylamine,101-83-7,12,23,0,1,2,181.32,Rxi5MS,181.1359146,36.53910617,92.7548991,0.001,Gaida.2021
C11 FAME,1731-86-8,12,24,2,0,0,200.32,Rxi5MS,176.0591821,32.44634392,100.3169369,0.001,Gaida.2021
C12 FAME,111-82-0,13,26,2,0,0,214.34,Rxi5MS,189.3621958,32.93431407,105.2133459,0.001,Gaida.2021
C8,111-65-9,8,18,0,0,0,114.2,Rxi5MS,69.34365991,27.18811312,86.6919657,0.001,Gaida.2021
C9,111-84-2,9,20,0,0,0,128.26,Rxi5MS,90.1517782,28.19886647,40.2604719,0.001,Gaida.2021
C10,124-18-5,10,22,0,0,0,142.28,Rxi5MS,109.102153,28.98067997,46.94449845,0.001,Gaida.2021
C11,1120-21-4,11,24,0,0,0,156.31,Rxi5MS,126.6189261,29.74343422,57.03663855,0.001,Gaida.2021
C12,112-40-3,12,26,0,0,0,170.34,Rxi5MS,142.9962113,30.67598326,72.9464343,0.001,Gaida.2021
C13,629-50-5,13,28,0,0,0,184.37,Rxi5MS,158.3188859,31.17537091,72.20062365,0.001,Gaida.2021
C14,629-59-4,14,30,0,0,0,198.39,Rxi5MS,172.7287784,31.82983618,79.19644395,0.001,Gaida.2021
C15,629-62-9,15,32,0,0,0,212.42,Rxi5MS,186.1753342,32.24992505,83.37531165,0.001,Gaida.2021
C16,544-76-3,16,34,0,0,0,226.45,Rxi5MS,198.9461955,32.85113748,94.7803113,0.001,Gaida.2021
C17,629-78-7,17,36,0,0,0,240.47,Rxi5MS,211.0118149,33.21287922,95.98175655,0.001,Gaida.2021
C18,593-45-3,18,38,0,0,0,254.5,Rxi5MS,222.415824,33.61708291,103.9320815,0.001,Gaida.2021
C19,629-92-5,19,40,0,0,0,268.53,Rxi5MS,233.3968732,34.04351949,109.3980338,0.001,Gaida.2021
C20,112-95-8,20,42,0,0,0,282.55,Rxi5MS,243.8044186,34.47065593,118.2188868,0.001,Gaida.2021
C21,629-94-7,21,44,0,0,0,296.58,Rxi5MS,253.7380585,34.85461227,125.598837,0.001,Gaida.2021
C22,629-97-0,22,46,0,0,0,310.61,Rxi5MS,263.1933355,35.11552414,129.2272848,0.001,Gaida.2021
C23,638-67-5,23,48,0,0,0,324.63,Rxi5MS,272.2970261,35.44839843,136.0809272,0.001,Gaida.2021
C24,646-31-1,24,50,0,0,0,338.66,Rxi5MS,280.985674,35.70777997,141.3955556,0.001,Gaida.2021
C25,629-99-2,25,52,0,0,0,352.69,Rxi5MS,289.3679974,35.96143667,147.0244721,0.001,Gaida.2021
C26,630-01-3,26,54,0,0,0,366.71,Rxi5MS,297.4066156,36.20766531,152.0248124,0.001,Gaida.2021
C27,593-49-7,27,56,0,0,0,380.74,Rxi5MS,305.1595355,36.42171447,156.8056499,0.001,Gaida.2021
C28,630-02-4,28,58,0,0,0,394.77,Rxi5MS,312.5493911,36.54861083,159.9452051,0.001,Gaida.2021
C29,630-03-5,29,60,0,0,0,408.8,Rxi5MS,319.4499866,37.0050644,175.7618784,0.001,Gaida.2021
C30,638-68-6,30,62,0,0,0,422.82,Rxi5MS,327.327483,37.51365588,181.0041707,0.001,Gaida.2021
Naphthalin,91-20-3,10,8,0,0,2,128.17,ZB-PAH-CT,9531.52845,-2622.63118,36.38584,0.001,Masterthesis.Duong.2021
Acenaphthylene,208-96-8,12,8,0,0,3,152.196,ZB-PAH-CT,184.57758,29.69227,-63.88249,0.001,Masterthesis.Duong.2021
Acenaphthene,83-32-9,12,10,0,0,3,154.212,ZB-PAH-CT,183.11978,26.29902,-138.70461,0.001,Masterthesis.Duong.2021
Fluorene,86-73-7,13,10,0,0,3,166.223,ZB-PAH-CT,201.17676,30.53115,-28.48382,0.001,Masterthesis.Duong.2021
Phenanthrene,85-01-8,14,10,0,0,3,178.234,ZB-PAH-CT,224.7123,30.10429,-56.96375,0.001,Masterthesis.Duong.2021
Anthracene,120-12-7,14,10,0,0,3,178.234,ZB-PAH-CT,225.06367,29.63088,-64.283,0.001,Masterthesis.Duong.2021
Fluoranthene,206-44-0,16,10,0,0,4,202.256,ZB-PAH-CT,255.26594,30.9852,-58.10553,0.001,Masterthesis.Duong.2021
Pyrene,129-00-0,16,10,0,0,4,202.256,ZB-PAH-CT,260.18574,30.25735,-92.07426,0.001,Masterthesis.Duong.2021
Benz[a]anthracene,56-55-3,18,12,0,0,4,228.294,ZB-PAH-CT,292.21486,32.1949,-48.73507,0.001,Masterthesis.Duong.2021
Chrysene,218-01-9,18,12,0,0,4,228.294,ZB-PAH-CT,292.74387,31.94487,-56.35394,0.001,Masterthesis.Duong.2021
Benzo[b]fluoranthene,205-99-2,20,12,0,0,5,252.316,ZB-PAH-CT,341.42595,52.14112,181.05859,0.001,Masterthesis.Duong.2021
Benzo[k]fluoranthene,207-08-9,20,12,0,0,5,252.316,ZB-PAH-CT,324.72502,37.28545,29.78675,0.001,Masterthesis.Duong.2021
Benzo[a]pyrene,50-32-8,20,12,0,0,5,252.316,ZB-PAH-CT,326.86907,33.79428,-52.24338,0.001,Masterthesis.Duong.2021
Dibenzo[a,h]anthracene,53-70-3,22,14,0,0,5,278.3466,ZB-PAH-CT,361.07401,42.2192,63.9045,0.001,Masterthesis.Duong.2021
Indeno[1,2,3-cd]pyrene,193-39-5,22,12,0,0,6,276.33,ZB-PAH-CT,362.94906,43.64825,94.17698,0.001,Masterthesis.Duong.2021
Benzo[ghi]perylene,191-24-2,22,12,0,0,6,276.3307,ZB-PAH-CT,359.68922,38.22176,4.76784,0.001,Masterthesis.Duong.2021
C13:0,638-53-9,13,26,2,0,0,214.34,IL111,137.9576747,22.8533412,582.5111921,0.000801924,Nolvachai.2015.ID0.25mm
C14:0,544-63-8,14,28,2,0,0,228.38,IL111,144.3213528,23.66372498,574.2382646,0.000801924,Nolvachai.2015.ID0.25mm
C14:1,544-64-9,14,26,2,0,0,226.36,IL111,150.4764029,24.59793477,567.2540714,0.000801924,Nolvachai.2015.ID0.25mm
C15:0,1002-84-2,15,30,2,0,0,242.3975,IL111,148.8102568,23.77317897,565.6743288,0.000801924,Nolvachai.2015.ID0.25mm
C15:1,01.01.01,15,28,2,0,0,240.3975,IL111,156.780072,25.30607379,558.7732946,0.000801924,Nolvachai.2015.ID0.25mm
C16:0,57-10-3,16,32,2,0,0,256.43,IL111,155.7493956,24.68978974,557.2766846,0.000801924,Nolvachai.2015.ID0.25mm
C16:1,373-49-9,16,30,2,0,0,254.41,IL111,161.2395486,25.66576307,552.1216946,0.000801924,Nolvachai.2015.ID0.25mm
C17:0,506-12-7,17,34,2,0,0,270.45,IL111,161.2501634,25.07674665,548.7958885,0.000801924,Nolvachai.2015.ID0.25mm
C17:1,01.01.01,17,32,2,0,0,268.45,IL111,166.7315167,26.0987802,544.0566275,0.000801924,Nolvachai.2015.ID0.25mm
C18:0,57-11-4,18,36,2,0,0,284.48,IL111,165.6028207,25.12014287,540.7308263,0.000801924,Nolvachai.2015.ID0.25mm
trans-C18:1n9,01.01.01,18,34,2,0,0,282.48,IL111,170.495567,26.2724923,537.9870446,0.000801924,Nolvachai.2015.ID0.25mm
cis-C18:1n9c,01.01.01,18,34,2,0,0,282.48,IL111,172.4126062,26.81645597,537.3218846,0.000801924,Nolvachai.2015.ID0.25mm
trans-C18:2n6,01.01.01,18,32,2,0,0,280.48,IL111,175.267051,26.8222065,532.1669042,0.000801924,Nolvachai.2015.ID0.25mm
cis-C18:2n6,01.01.01,18,32,2,0,0,280.48,IL111,179.1974655,27.98014204,530.9197196,0.000801924,Nolvachai.2015.ID0.25mm
C18:3n6,01.01.01,18,30,2,0,0,278.48,IL111,184.216352,29.060128,527.1781946,0.000801924,Nolvachai.2015.ID0.25mm
C18:3n3,01.01.01,18,30,2,0,0,278.48,IL111,188.1857219,29.94196011,524.2681196,0.000801924,Nolvachai.2015.ID0.25mm
C20:0,506-30-9,20,40,2,0,0,312.54,IL111,175.3245497,25.57191476,525.2658681,0.000801924,Nolvachai.2015.ID0.25mm
C20:1n9,01.01.01,20,38,2,0,0,310.54,IL111,183.4402224,27.81855773,522.6883646,0.000801924,Nolvachai.2015.ID0.25mm
C20:2,01.01.01,20,36,2,0,0,308.54,IL111,188.8879248,28.61195977,517.1176496,0.000801924,Nolvachai.2015.ID0.25mm
C20:3n6,01.01.01,20,34,2,0,0,306.54,IL111,197.0071561,31.08374752,514.3738646,0.000801924,Nolvachai.2015.ID0.25mm
C20:3n3,01.01.01,20,34,2,0,0,306.54,IL111,197.0102778,30.82010415,513.2929796,0.000801924,Nolvachai.2015.ID0.25mm
C20:4n6,01.01.01,20,32,2,0,0,304.54,IL111,200.1879182,29.84827136,503.9807396,0.000801924,Nolvachai.2015.ID0.25mm
C20:5n3,01.01.01,20,30,2,0,0,302.54,IL111,208.5179514,34.26874928,507.9717003,0.000801924,Nolvachai.2015.ID0.25mm
C21:0,2363-71-5,21,42,2,0,0,326.56,IL111,180.460392,25.88518376,517.7828097,0.000801924,Nolvachai.2015.ID0.25mm
C22:0,112-85-6,22,44,2,0,0,340.58,IL111,185.389688,26.10366278,510.2997596,0.000801924,Nolvachai.2015.ID0.25mm
C22:1n9,01.01.01,22,42,2,0,0,338.58,IL111,192.9946371,28.37462773,509.0525846,0.000801924,Nolvachai.2015.ID0.25mm
C22:2,17735-98-7,22,40,2,0,0,336,56,IL111,196.5499073,30.18550197,511.3806447,0.000801924,Nolvachai.2015.ID0.25mm
C22:6n3,01.01.01,22,32,2,0,0,328.56,IL111,222.4590735,36.59878574,494.6685018,0.000801924,Nolvachai.2015.ID0.25mm
C23:0,01.01.01,23,46,2,0,0,354.6,IL111,191.920382,26.88642811,503.3155796,0.000801924,Nolvachai.2015.ID0.25mm
C24:0,557-59-5,24,48,2,0,0,368.65,IL111,197.2625364,27.28025366,496.4145445,0.000801924,Nolvachai.2015.ID0.25mm
C24:1,506-37-6,24,46,2,0,0,366.62,IL111,200.8935944,28.36156646,495.9156747,0.000801924,Nolvachai.2015.ID0.25mm
C13:0,638-53-9,13,26,2,0,0,214.34,IL111,137.728454,27.13356474,369.6042416,0.000801924,Nolvachai.2015.ID0.10mm
C14:0,544-63-8,14,28,2,0,0,228.38,IL111,144.6959255,27.44454121,360.6578396,0.000801924,Nolvachai.2015.ID0.10mm
C14:1,544-64-9,14,26,2,0,0,226.36,IL111,151.3719341,28.65771879,356.4174446,0.000801924,Nolvachai.2015.ID0.10mm
C15:0,1002-84-2,15,30,2,0,0,242.3975,IL111,151.6175716,27.59992251,351.3455996,0.000801924,Nolvachai.2015.ID0.10mm
C15:1,01.01.01,15,28,2,0,0,240.3975,IL111,158.1423043,28.75652502,347.3546396,0.000801924,Nolvachai.2015.ID0.10mm
C16:0,57-10-3,16,32,2,0,0,256.43,IL111,159.3895324,28.15214084,342.9479514,0.000801924,Nolvachai.2015.ID0.10mm
C16:1,373-49-9,16,30,2,0,0,254.41,IL111,165.3498556,29.67877167,341.4513453,0.000801924,Nolvachai.2015.ID0.10mm
C17:0,506-12-7,17,34,2,0,0,270.45,IL111,164.5843916,27.70029782,333.7188593,0.000801924,Nolvachai.2015.ID0.10mm
C17:1,01.01.01,17,32,2,0,0,268.45,IL111,171.1768715,29.67611602,333.7188596,0.000801924,Nolvachai.2015.ID0.10mm
C18:0,57-11-4,18,36,2,0,0,284.48,IL111,171.551436,27.92276711,325.4043596,0.000801924,Nolvachai.2015.ID0.10mm
trans-C18:1n9,01.01.01,18,34,2,0,0,282.48,IL111,175.8825044,29.37728968,326.3189546,0.000801924,Nolvachai.2015.ID0.10mm
cis-C18:1n9c,01.01.01,18,34,2,0,0,282.48,IL111,175.5891695,29.2897907,326.3189546,0.000801924,Nolvachai.2015.ID0.10mm
trans-C18:2n6,01.01.01,18,32,2,0,0,280.48,IL111,181.102847,30.00679734,322.3279946,0.000801924,Nolvachai.2015.ID0.10mm
cis-C18:2n6,01.01.01,18,32,2,0,0,280.48,IL111,182.8882187,30.36753533,321.5796896,0.000801924,Nolvachai.2015.ID0.10mm
C18:3n6,01.01.01,18,30,2,0,0,278.48,IL111,188.2052492,31.55973142,319.7504996,0.000801924,Nolvachai.2015.ID0.10mm
C18:3n3,01.01.01,18,30,2,0,0,278.48,IL111,191.2483475,31.82840909,317.0898596,0.000801924,Nolvachai.2015.ID0.10mm
C20:0,506-30-9,20,40,2,0,0,312.54,IL111,184.5881181,27.98271105,308.7753596,0.000801924,Nolvachai.2015.ID0.10mm
C20:1n9,01.01.01,20,38,2,0,0,310.54,IL111,186.6039891,28.94568754,310.7708396,0.000801924,Nolvachai.2015.ID0.10mm
C20:2,01.01.01,20,36,2,0,0,308.54,IL111,193.6168909,30.04976859,307.0293146,0.000801924,Nolvachai.2015.ID0.10mm
C20:3n6,01.01.01,20,34,2,0,0,306.54,IL111,200.5177454,31.83499659,306.1147196,0.000801924,Nolvachai.2015.ID0.10mm
C20:3n3,01.01.01,20,34,2,0,0,306.54,IL111,202.0100181,32.37560425,306.4472992,0.000801924,Nolvachai.2015.ID0.10mm
C20:4n6,01.01.01,20,32,2,0,0,304.54,IL111,202.1068013,31.39912456,302.5394846,0.000801924,Nolvachai.2015.ID0.10mm
C20:5n3,01.01.01,20,30,2,0,0,302.54,IL111,210.5374532,33.68778917,301.5417446,0.000801924,Nolvachai.2015.ID0.10mm
C21:0,2363-71-5,21,42,2,0,0,326.56,IL111,188.6426373,27.31174373,300.2945696,0.000801924,Nolvachai.2015.ID0.10mm
C22:0,112-85-6,22,44,2,0,0,340.58,IL111,193.7860647,27.06229221,292.5620846,0.000801924,Nolvachai.2015.ID0.10mm
C22:1n9,01.01.01,22,42,2,0,0,338.58,IL111,197.1606278,28.55932744,295.9710295,0.000801924,Nolvachai.2015.ID0.10mm
C22:2,17735-98-7,22,40,2,0,0,336,56,IL111,200.860431,28.70795867,292.2295046,0.000801924,Nolvachai.2015.ID0.10mm
C22:6n3,01.01.01,22,32,2,0,0,328.56,IL111,223.4390742,33.61535358,287.1576596,0.000801924,Nolvachai.2015.ID0.10mm
C23:0,01.01.01,23,46,2,0,0,354.6,IL111,197.9914563,26.56408214,284.6633095,0.000801924,Nolvachai.2015.ID0.10mm
C24:0,557-59-5,24,48,2,0,0,368.65,IL111,202.0793042,25.94192264,276.0993746,0.000801924,Nolvachai.2015.ID0.10mm
C24:1,506-37-6,24,46,2,0,0,366.62,IL111,206.6192441,27.7300941,280.5060596,0.000801924,Nolvachai.2015.ID0.10mm
