Name,CAS,Phase,A,err_A,B,err_B,C,err_C,Tchar,err_Tchar,thetachar,err_thetachar,DeltaCp,err_DeltaCp,DeltaHchar,err_DeltaHchar,DeltaSchar,err_DeltaSchar,DeltaHref,err_DeltaHref,DeltaSref,err_DeltaSref,Tref,phi0,N,R²,χ²,χ̄²,Source,flag,Cat_1,Cat_2,Cat_3
Coumarin,91-64-5,Rxi17SilMS,-88.122,3.9078,11510.0,263.71,11.3,0.54413,210.54,0.035343,38.708,0.10551,93.95,4.5242,-50254.0,137.18,-57.989,0.2833,-61579.0,562.4,-84.919,1.3274,90.0,0.001,8.0,1.0,1.422e-5,2.8441e-6,Marquart2020,String[],allergenic fragrances,,
alpha-Pinen,80-56-8,Rxi17SilMS,-74.338,21.907,7758.2,1136.5,9.8859,3.186,83.227,0.093407,29.989,0.35026,82.196,26.489,-35212.0,411.68,-52.899,1.1543,-34656.0,449.46,-51.351,1.2581,90.0,0.001,5.0,0.99996,5.1446e-5,2.5723e-5,Marquart2020,String[],allergenic fragrances,,
beta-Pinene,127-91-3,Rxi17SilMS,-66.666,5.5759,7613.4,298.65,8.7259,0.8066,96.536,0.046635,31.149,0.11738,72.551,6.7064,-36480.0,137.78,-52.772,0.37206,-36955.0,144.84,-54.066,0.39122,90.0,0.001,7.0,0.99999,3.5466e-5,8.8665e-6,Marquart2020,String[],allergenic fragrances,,
Benzaldehyd,100-52-7,Rxi17SilMS,-72.995,2.8573,8460.2,160.74,9.5243,0.41012,116.86,0.047366,32.053,0.10663,79.19,3.4099,-39457.0,131.61,-55.261,0.33677,-41585.0,160.61,-60.913,0.41589,90.0,0.001,8.0,1.0,2.1737e-5,4.3475e-6,Marquart2020,String[],allergenic fragrances,aldehyde,
Salicylaldehyd,90-02-8,Rxi17SilMS,-68.606,1.9707,8528.6,114.51,8.8397,0.28133,131.98,0.033837,33.175,0.073828,73.498,2.3391,-41134.0,91.797,-55.626,0.22611,-44220.0,134.57,-63.666,0.34167,90.0,0.001,9.0,1.0,1.9146e-5,3.191e-6,Marquart2020,String[],allergenic fragrances,,
Menthol,1490-04-6,Rxi17SilMS,-73.628,2.5007,9161.8,146.91,9.4443,0.35633,137.3,0.037463,31.874,0.083098,78.524,2.9627,-43946.0,114.85,-61.159,0.2793,-47660.0,181.34,-70.773,0.45801,90.0,0.001,8.0,1.0,1.3187e-5,2.6373e-6,Marquart2020,String[],allergenic fragrances,,
Methyl-2-Octyonate,111-12-6,Rxi17SilMS,-62.97,13.045,9201.2,782.85,7.7171,1.8522,147.71,0.17597,29.752,0.35946,64.164,15.4,-49499.0,599.47,-71.705,1.4218,-53202.0,1072.6,-81.169,2.6803,90.0,0.001,8.0,0.99996,0.00032078,6.4155e-5,Marquart2020,String[],allergenic fragrances,,
Methylsalicylat,119-36-8,Rxi17SilMS,-88.068,5.7674,10258.0,350.8,11.487,0.81713,154.11,0.098859,34.123,0.21671,95.508,6.794,-44481.0,283.24,-58.199,0.6616,-50605.0,520.05,-73.727,1.2882,90.0,0.001,9.0,0.99998,0.00013089,2.1814e-5,Marquart2020,String[],allergenic fragrances,,
Isobornylacetat,76-49-3,Rxi17SilMS,-76.028,1.9373,9793.1,118.73,9.6963,0.27417,157.55,0.033975,33.026,0.072123,80.619,2.2796,-46702.0,102.26,-62.525,0.23695,-52148.0,184.97,-76.278,0.45555,90.0,0.001,8.0,1.0,1.032e-5,2.0639e-6,Marquart2020,String[],allergenic fragrances,,
Carvone,99-49-0,Rxi17SilMS,-77.035,1.9509,9904.3,120.26,9.8321,0.27586,160.04,0.041564,33.242,0.07899,81.749,2.2936,-46936.0,111.89,-62.441,0.25767,-52662.0,195.97,-76.859,0.47985,90.0,0.001,9.0,1.0,1.4917e-5,2.4862e-6,Marquart2020,String[],allergenic fragrances,,
beta-Caryophyllene,87-44-5,Rxi17SilMS,-60.415,4.5426,9070.5,286.83,7.4745,0.63971,172.8,0.096232,34.663,0.1788,62.147,5.3189,-47702.0,246.92,-61.059,0.55224,-52848.0,505.18,-73.824,1.2244,90.0,0.001,9.0,0.99999,0.00011842,1.9737e-5,Marquart2020,String[],allergenic fragrances,,
d-Damascone,57378-68-4,Rxi17SilMS,-104.1,4.0552,11833.0,256.08,13.622,0.57099,173.3,0.077556,34.657,0.14573,113.26,4.7475,-47818.0,201.76,-61.199,0.45076,-57253.0,444.39,-84.59,1.0796,90.0,0.001,7.0,0.99999,3.3402e-5,8.3506e-6,Marquart2020,String[],allergenic fragrances,,
E-beta-Damascone,23726-93-4,Rxi17SilMS,-86.13,0.34443,11033.0,22.082,11.004,0.048395,179.9,0.0083097,33.939,0.014642,91.49,0.40238,-50284.0,21.772,-65.082,0.047927,-58509.0,42.261,-85.318,0.10113,90.0,0.001,8.0,1.0,1.7894e-7,3.5789e-8,Marquart2020,String[],allergenic fragrances,,
Majantol,103694-68-4,Rxi17SilMS,-90.524,0.89768,11347.0,57.838,11.627,0.12599,183.58,0.015858,34.558,0.033102,96.669,1.0476,-50189.0,48.201,-63.98,0.10533,-59235.0,109.3,-86.143,0.26233,90.0,0.001,8.0,1.0,1.1004e-6,2.2009e-7,Marquart2020,String[],allergenic fragrances,,
Amylsalicylate,2050-08-0,Rxi17SilMS,-94.62,2.8191,12184.0,187.84,12.087,0.39348,202.07,0.047396,35.067,0.096831,100.5,3.2716,-53546.0,148.24,-66.767,0.31133,-64809.0,395.65,-93.798,0.93357,90.0,0.001,10.0,1.0,3.9359e-5,5.6226e-6,Marquart2020,String[],allergenic fragrances,,
3-Propylidenephthalide,17369-59-4,Rxi17SilMS,-87.303,2.6226,11856.0,180.03,11.085,0.36435,218.14,0.056341,37.653,0.11205,92.163,3.0294,-53298.0,159.08,-62.577,0.32308,-65108.0,419.71,-90.431,0.97108,90.0,0.001,10.0,1.0,3.0815e-5,4.4022e-6,Marquart2020,String[],allergenic fragrances,,
Isoeugenylacetat,93-29-8,Rxi17SilMS,-111.65,2.6478,13974.0,180.92,14.31,0.36804,216.5,0.038627,34.412,0.078816,118.98,3.06,-57930.0,133.0,-72.4,0.27113,-72981.0,409.44,-107.96,0.95407,90.0,0.001,8.0,1.0,1.2299e-5,2.4598e-6,Marquart2020,String[],allergenic fragrances,,
alpha-Acetylcedrene A,32388-55-9,Rxi17SilMS,-92.183,2.3886,12550.0,167.21,11.694,0.3308,229.4,0.051587,37.845,0.10091,97.227,2.7504,-55486.0,148.38,-64.502,0.2946,-69040.0,411.29,-96.089,0.94105,90.0,0.001,10.0,1.0,2.3242e-5,3.3202e-6,Marquart2020,String[],allergenic fragrances,,
alpha-Acetylcedrene B,32388-55-9,Rxi17SilMS,-105.42,15.14,13274.0,1060.1,13.6,2.0956,231.8,0.11323,39.798,0.39588,113.08,17.424,-53267.0,530.39,-59.583,1.0496,-69302.0,2527.1,-96.858,5.8388,90.0,0.001,6.0,0.99998,2.3605e-5,7.8684e-6,Marquart2020,String[],allergenic fragrances,,
alpha-Acetylcedrene C,32388-55-9,Rxi17SilMS,-82.863,22.922,11924.0,1606.3,10.406,3.1726,231.88,0.23441,38.25,0.64851,86.523,26.378,-55442.0,941.41,-63.872,1.862,-67719.0,3859.5,-92.408,8.8971,90.0,0.001,5.0,0.99999,1.4087e-5,7.0436e-6,Marquart2020,String[],allergenic fragrances,,
Hexadecanolaceton,36653-82-4,Rxi17SilMS,-91.093,2.4697,12946.0,178.14,11.471,0.34037,247.68,0.046968,38.909,0.097468,95.377,2.83,-57966.0,145.58,-65.387,0.27898,-73005.0,469.5,-99.781,1.0581,90.0,0.001,10.0,1.0,2.0718e-5,2.9597e-6,Marquart2020,String[],allergenic fragrances,,
Ebanol A,67801-20-1,Rxi17SilMS,-91.994,1.7714,11324.0,112.08,11.834,0.2493,175.01,0.02015,33.36,0.049226,98.393,2.0728,-50056.0,74.0,-65.786,0.16489,-58420.0,191.16,-86.481,0.46616,90.0,0.001,8.0,1.0,4.3082e-6,8.6165e-7,Marquart2020,String[],allergenic fragrances,,
Ebanol B,67801-20-1,Rxi17SilMS,-94.658,7.2293,11545.0,458.72,12.196,1.017,176.36,0.087462,33.328,0.20818,101.4,8.4556,-50409.0,315.47,-66.232,0.70079,-59166.0,795.75,-87.867,1.9356,90.0,0.001,8.0,0.99999,7.1694e-5,1.4339e-5,Marquart2020,String[],allergenic fragrances,,
Iso E Super A,54464-57-2,Rxi17SilMS,-94.965,2.4567,12303.0,167.07,12.154,0.34177,213.41,0.043614,37.053,0.092552,101.05,2.8417,-53123.0,133.03,-63.273,0.27289,-65595.0,375.22,-92.836,0.87513,90.0,0.001,10.0,1.0,2.7114e-5,3.8735e-6,Marquart2020,String[],allergenic fragrances,,
Iso E Super B,54464-57-2,Rxi17SilMS,-96.736,3.5892,12420.0,243.95,12.407,0.49917,214.72,0.025811,37.385,0.084073,103.16,4.1503,-52935.0,119.17,-62.594,0.24407,-65801.0,531.2,-93.049,1.2494,90.0,0.001,7.0,1.0,4.5734e-6,1.1434e-6,Marquart2020,String[],allergenic fragrances,,
Iso E Super C,54464-57-2,Rxi17SilMS,-96.021,5.507,12334.0,376.07,12.331,0.76535,217.2,0.046149,38.245,0.14648,102.52,6.3635,-52274.0,200.45,-60.696,0.40842,-65315.0,833.99,-91.485,1.9543,90.0,0.001,7.0,1.0,1.0752e-5,2.6879e-6,Marquart2020,String[],allergenic fragrances,,
Iso E Super D,54464-57-2,Rxi17SilMS,-101.18,5.3862,12802.0,368.57,13.014,0.74834,218.27,0.047197,37.694,0.14396,108.2,6.222,-53269.0,203.7,-62.489,0.41412,-67148.0,823.79,-95.219,1.9272,90.0,0.001,7.0,1.0,1.0279e-5,2.5697e-6,Marquart2020,String[],allergenic fragrances,,
Terpinolene,586-62-9,Rxi17SilMS,-68.696,1.7862,8405.4,100.99,8.8415,0.25614,119.46,0.026027,31.24,0.058696,73.512,2.1297,-41025.0,77.273,-58.585,0.19645,-43191.0,99.659,-64.319,0.25745,90.0,0.001,8.0,1.0,1.2687e-5,2.5375e-6,Marquart2020,String[],allergenic fragrances,,
Anethol,4180-23-8,Rxi17SilMS,-78.881,0.99099,10256.0,61.901,10.036,0.13982,166.69,0.021406,33.117,0.039554,83.446,1.1626,-48571.0,58.204,-64.52,0.132,-54971.0,106.57,-80.509,0.25904,90.0,0.001,8.0,1.0,1.6504e-6,3.3008e-7,Marquart2020,String[],allergenic fragrances,,
alpha Damascone,35044-63-4,Rxi17SilMS,-87.621,0.64467,11045.0,40.926,11.227,0.090685,176.46,0.009669,33.705,0.019791,93.343,0.75399,-49867.0,29.36,-65.003,0.06517,-57937.0,71.529,-84.938,0.17375,90.0,0.001,10.0,1.0,2.5235e-6,3.605e-7,Marquart2020,String[],allergenic fragrances,,
Santalol A,115-71-9,Rxi17SilMS,-98.032,2.5142,12629.0,171.15,12.544,0.34973,213.9,0.044603,36.386,0.092311,104.29,2.9078,-54205.0,137.87,-65.385,0.28253,-67126.0,385.9,-95.999,0.89927,90.0,0.001,10.0,1.0,2.8391e-5,4.0559e-6,Marquart2020,String[],allergenic fragrances,,
Santalol B,115-71-9,Rxi17SilMS,-101.12,6.2494,12937.0,425.63,12.945,0.86907,214.91,0.079134,35.986,0.19136,107.63,7.2258,-55035.0,293.2,-66.856,0.59992,-68479.0,949.19,-98.673,2.2189,90.0,0.001,7.0,1.0,1.5131e-5,3.7829e-6,Marquart2020,String[],allergenic fragrances,,
Amylcinnamylaldehyd,122-40-7,Rxi17SilMS,-102.74,2.3295,13133.0,159.12,13.144,0.32387,215.63,0.043102,35.611,0.084978,109.29,2.6928,-55780.0,133.47,-68.212,0.27251,-69510.0,363.83,-100.68,0.84533,90.0,0.001,10.0,1.0,2.4348e-5,3.4783e-6,Marquart2020,String[],allergenic fragrances,,
Santalol C,37172-32-0,Rxi17SilMS,-120.48,23.49,14255.0,1609.0,15.657,3.2625,219.54,0.091293,37.114,0.40509,130.18,27.126,-54381.0,593.9,-64.467,1.2049,-71245.0,3563.9,-104.18,8.3627,90.0,0.001,5.0,0.99998,1.4897e-5,7.4486e-6,Marquart2020,String[],allergenic fragrances,,
Santalol D,37172-32-0,Rxi17SilMS,-117.46,25.231,14115.0,1734.0,15.223,3.5025,221.36,0.11407,37.124,0.47101,126.57,29.121,-54768.0,695.32,-64.844,1.4054,-71394.0,3888.1,-103.92,9.1004,90.0,0.001,5.0,0.99998,1.7169e-5,8.5847e-6,Marquart2020,String[],allergenic fragrances,,
Pentanol,71-41-0,Rxi5SilMS,-125.18,6.0377,9693.4,301.01,17.511,0.88532,63.266,0.31566,29.765,0.32684,145.6,7.3609,-31614.0,352.18,-48.066,1.0356,-27722.0,412.69,-36.932,1.1967,90.0,0.001,12.0,0.99979,0.00098604,0.00010956,Brehmer2022,String[],alcohol,alcohols,
Heptanol,111-70-6,Rxi5SilMS,-126.43,2.1684,11044.0,118.81,17.315,0.31255,105.71,0.076804,32.011,0.0656,143.96,2.5987,-37280.0,77.878,-52.494,0.20264,-39541.0,90.483,-58.59,0.23491,90.0,0.001,15.0,0.99998,0.00048796,4.0664e-5,Brehmer2022,String[],alcohol,alcohols,
Nonanol,143-08-8,Rxi5SilMS,-100.33,5.9233,10636.0,350.66,13.309,0.84268,142.09,0.20398,33.749,0.14139,110.66,7.0065,-42479.0,182.79,-56.391,0.43151,-48244.0,411.13,-71.225,1.0377,90.0,0.001,14.0,0.99989,0.0030204,0.00027458,Brehmer2022,String[],alcohol,alcohols,
Decanol,112-30-1,Rxi5SilMS,-117.53,1.7513,12182.0,107.05,15.626,0.24783,157.89,0.042529,34.111,0.042671,129.92,2.0605,-45287.0,57.352,-59.158,0.13184,-54107.0,151.61,-81.424,0.37752,90.0,0.001,13.0,0.99999,0.00011077,1.1077e-5,Brehmer2022,String[],alcohol,alcohols,
Undecanol,112-42-5,Rxi5SilMS,-113.41,2.0425,12443.0,128.74,14.922,0.28764,172.92,0.039937,34.385,0.061982,124.07,2.3916,-48114.0,87.156,-61.954,0.19467,-58402.0,216.88,-87.471,0.52931,90.0,0.001,12.0,1.0,8.4922e-5,9.4358e-6,Brehmer2022,String[],alcohol,alcohols,
Dodecanol,112-53-8,Rxi5SilMS,-118.41,4.3098,13259.0,279.01,15.513,0.6043,186.93,0.062056,34.576,0.1314,128.98,5.0245,-50901.0,193.93,-64.727,0.42072,-63403.0,524.47,-95.241,1.2613,90.0,0.001,10.0,0.99999,0.00010133,1.4476e-5,Brehmer2022,String[],alcohol,alcohols,
Pentanol,71-41-0,Rxi17SilMS,-162.05,9.8551,11672.0,482.55,22.81,1.448,58.934,0.13203,26.919,0.26176,189.66,12.04,-34062.0,332.32,-56.661,0.9982,-28170.0,502.31,-39.7,1.4722,90.0,0.001,7.0,0.99994,0.00010808,2.7021e-5,Brehmer2022,String[],alcohol,alcohols,
Heptanol,111-70-6,Rxi17SilMS,-171.3,10.048,13375.0,540.21,23.797,1.4525,98.42,0.17032,30.458,0.1486,197.86,12.077,-37688.0,187.08,-55.522,0.49702,-39354.0,220.92,-60.057,0.58336,90.0,0.001,9.0,0.99989,0.00082101,0.00013683,Brehmer2022,String[],alcohol,alcohols,
Nonanol,143-08-8,Rxi17SilMS,-146.01,6.6307,13101.0,385.75,19.86,0.9461,133.6,0.14984,32.935,0.16986,165.13,7.8663,-41766.0,217.6,-56.776,0.53095,-48965.0,408.76,-75.497,1.0419,90.0,0.001,12.0,0.99994,0.0012558,0.00013953,Brehmer2022,String[],alcohol,alcohols,
Decanol,112-30-1,Rxi17SilMS,-142.11,4.3521,13442.0,261.35,19.153,0.61769,149.1,0.075841,33.298,0.10121,159.25,5.1357,-44520.0,136.26,-59.527,0.32102,-53931.0,333.49,-83.538,0.83938,90.0,0.001,11.0,0.99998,0.00026,3.25e-5,Brehmer2022,String[],alcohol,alcohols,
Undecanol,112-42-5,Rxi17SilMS,-128.2,4.1998,13173.0,259.92,17.034,0.59322,163.55,0.06098,33.254,0.12138,141.63,4.9323,-47681.0,174.55,-63.278,0.39882,-58098.0,402.95,-89.397,0.99374,90.0,0.001,10.0,0.99999,0.00012223,1.7461e-5,Brehmer2022,String[],alcohol,alcohols,
Dodecanol,112-53-8,Rxi17SilMS,-146.44,6.8638,14697.0,436.53,19.531,0.96526,177.33,0.1059,34.403,0.22291,162.39,8.0256,-49045.0,318.62,-62.964,0.7059,-63226.0,770.6,-97.957,1.8689,90.0,0.001,10.0,0.99998,0.00029201,4.1716e-5,Brehmer2022,String[],alcohol,alcohols,
Pentanol,71-41-0,Rxi5SilMS,-63.37,3.6512,6853.3,189.41,8.3184,0.53154,80.359,0.13894,31.939,0.19181,69.163,4.4195,-32532.0,197.04,-51.881,0.55384,-31865.0,203.03,-50.02,0.56885,90.0,0.002,15.0,0.9999,0.00142,0.00011834,Brehmer2022,String[],alcohol,alcohols,
Heptanol,111-70-6,Rxi5SilMS,-75.678,2.295,8519.3,130.73,9.8687,0.32857,124.07,0.090034,34.307,0.050704,82.053,2.7319,-38240.0,59.116,-56.124,0.14395,-41036.0,111.67,-63.483,0.28619,90.0,0.002,15.0,0.99998,0.00054262,4.5218e-5,Brehmer2022,String[],alcohol,alcohols,
Nonanol,143-08-8,Rxi5SilMS,-78.272,2.7089,9592.7,166.89,10.046,0.38292,161.28,0.058588,36.096,0.09144,83.526,3.1837,-43472.0,110.75,-59.922,0.25385,-49426.0,252.79,-74.892,0.62484,90.0,0.002,12.0,0.99999,0.00016722,1.858e-5,Brehmer2022,String[],alcohol,alcohols,
Decanol,112-30-1,Rxi5SilMS,-79.359,2.4643,10109.0,157.08,10.108,0.34649,177.78,0.053628,36.632,0.10632,84.039,2.8809,-46152.0,134.39,-62.203,0.29729,-53529.0,286.59,-80.398,0.69119,90.0,0.002,11.0,0.99999,7.4043e-5,9.2553e-6,Brehmer2022,String[],alcohol,alcohols,
Undecanol,112-42-5,Rxi5SilMS,-83.553,3.6303,10792.0,238.12,10.617,0.50803,193.28,0.069153,37.256,0.14857,88.277,4.224,-48553.0,194.16,-63.949,0.4154,-57670.0,477.74,-86.045,1.1362,90.0,0.002,10.0,0.99999,7.3624e-5,1.0518e-5,Brehmer2022,String[],alcohol,alcohols,
Dodecanol,112-53-8,Rxi5SilMS,-88.234,8.0797,11526.0,546.74,11.187,1.1258,207.5,0.30994,37.574,0.47227,93.016,9.3608,-51121.0,645.91,-66.213,1.3386,-62050.0,1277.3,-92.287,2.9477,90.0,0.002,7.0,0.99999,3.3993e-5,8.4983e-6,Brehmer2022,String[],alcohol,alcohols,
Hexane,110-54-3,Rxi5SilMS,-71.069,9.6008,6806.5,451.23,9.4317,1.4221,40.99,0.42203,25.675,0.41385,78.419,11.824,-31957.0,522.22,-61.585,1.6454,-28114.0,784.4,-50.216,2.3845,90.0,0.002,8.0,0.99991,0.00024384,4.8768e-5,Brehmer2022,String[],alkanes,,
Heptane,142-82-5,Rxi5SilMS,-26.294,4.4454,4688.8,222.04,2.9622,0.65142,64.807,0.15976,30.972,0.24035,24.629,5.4162,-30661.0,239.7,-50.581,0.70537,-30041.0,276.26,-48.81,0.80642,90.0,0.002,12.0,0.99993,0.00059197,6.5774e-5,Brehmer2022,String[],alkanes,alkane,
Octane,111-65-9,Rxi5SilMS,-33.694,3.5964,5517.0,189.72,3.9513,0.52182,88.773,0.10447,32.051,0.14031,32.853,4.3386,-33980.0,150.04,-53.743,0.4119,-33940.0,150.62,-53.632,0.4129,90.0,0.002,12.0,0.99995,0.00065161,7.2402e-5,Brehmer2022,String[],alkanes,alkane,
Nonane,111-84-2,Rxi5SilMS,-47.39,3.1503,6708.9,174.14,5.8368,0.4533,110.39,0.10016,32.906,0.070018,48.53,3.769,-37168.0,81.435,-56.765,0.20775,-38158.0,112.91,-59.415,0.29384,90.0,0.002,13.0,0.99997,0.00056902,5.6902e-5,Brehmer2022,String[],alkanes,alkane,
Decane,124-18-5,Rxi5SilMS,-58.581,2.8117,7777.3,162.25,7.3546,0.40167,130.16,0.079914,33.81,0.061257,61.15,3.3397,-40002.0,74.19,-59.038,0.18077,-42458.0,153.86,-65.452,0.395,90.0,0.002,13.0,0.99998,0.0003578,3.578e-5,Brehmer2022,String[],Grob,alkane,alkanes
Undecane,1120-21-4,Rxi5SilMS,-60.042,1.9294,8299.7,115.78,7.4764,0.27388,148.59,0.05001,34.559,0.052069,62.162,2.2772,-42792.0,65.268,-61.321,0.15335,-46433.0,148.76,-70.618,0.37382,90.0,0.002,13.0,0.99999,0.00015087,1.5087e-5,Brehmer2022,String[],Grob,alkane,alkanes
Dodecane,112-40-3,Rxi5SilMS,-61.09,2.1718,8790.0,134.73,7.5419,0.30657,165.62,0.090909,35.127,0.045423,62.707,2.5489,-45570.0,61.878,-63.712,0.13601,-50312.0,203.06,-75.574,0.50172,90.0,0.002,17.0,0.99998,0.00070761,5.0544e-5,Brehmer2022,String[],alkanes,alkane,
Tridecane,629-50-5,Rxi5SilMS,-67.708,2.3261,9601.1,148.78,8.4026,0.3267,181.54,0.090132,35.765,0.047946,69.863,2.7164,-48062.0,67.19,-65.558,0.14324,-54457.0,258.12,-81.264,0.62783,90.0,0.002,18.0,0.99998,0.00080801,5.3868e-5,Brehmer2022,String[],alkanes,alkane,
Tetradecane,629-59-4,Rxi5SilMS,-79.453,1.8362,10742.0,120.68,9.9812,0.25675,196.32,0.05396,36.394,0.033693,82.988,2.1347,-50353.0,48.031,-67.11,0.10006,-59176.0,232.26,-88.42,0.55752,90.0,0.002,15.0,0.99999,0.00018465,1.5387e-5,Brehmer2022,String[],alkanes,alkane,
Pentadecane,629-62-9,Rxi5SilMS,-77.67,2.7156,11035.0,183.09,9.6541,0.37816,210.26,0.10459,36.697,0.054874,80.269,3.1442,-52947.0,82.421,-69.382,0.16548,-62600.0,387.59,-92.344,0.91511,90.0,0.002,19.0,0.99997,0.0011604,7.2524e-5,Brehmer2022,String[],alkanes,alkane,
Hexadecane,544-76-3,Rxi5SilMS,-81.96,3.3543,11683.0,231.33,10.191,0.46537,223.4,0.098126,37.229,0.057415,84.729,3.8693,-55065.0,87.665,-70.75,0.17242,-66368.0,523.97,-97.259,1.2232,90.0,0.002,17.0,0.99997,0.00076654,5.4753e-5,Brehmer2022,String[],alkanes,alkane,
Heptadecane,629-78-7,Rxi5SilMS,-81.417,3.977,12006.0,280.19,10.054,0.54987,235.91,0.099287,37.62,0.064548,83.591,4.5718,-57273.0,100.78,-72.364,0.19429,-69469.0,674.95,-100.6,1.5566,90.0,0.002,16.0,0.99997,0.00067769,5.213e-5,Brehmer2022,String[],alkanes,alkane,
Octadecane,593-45-3,Rxi5SilMS,-103.32,1.9843,13859.0,142.65,13.035,0.27349,247.63,0.04783,38.356,0.042105,108.38,2.2739,-58790.0,65.433,-72.744,0.12435,-75874.0,364.56,-111.82,0.82935,90.0,0.002,16.0,0.99999,0.00016765,1.2896e-5,Brehmer2022,String[],alkanes,alkane,
Nonadecane,629-92-5,Rxi5SilMS,-99.074,2.7015,13944.0,197.86,12.378,0.37125,258.79,0.053732,38.449,0.062308,102.91,3.0868,-61189.0,99.928,-74.886,0.18678,-78560.0,530.67,-114.17,1.1931,90.0,0.002,15.0,0.99999,0.00018929,1.5774e-5,Brehmer2022,String[],alkanes,alkane,
Eicosane,112-95-8,Rxi5SilMS,-100.22,4.1328,14370.0,307.85,12.477,0.5664,269.45,0.058483,38.742,0.090407,103.74,4.7093,-63185.0,148.07,-76.303,0.27203,-81801.0,858.07,-117.96,1.9106,90.0,0.002,13.0,0.99999,0.00015812,1.5812e-5,Brehmer2022,String[],alkanes,alkane,
Hexane,110-54-3,Rxi5SilMS,-42.741,9.4345,5145.9,439.32,5.5314,1.399,38.775,0.29456,28.445,0.41643,45.99,11.632,-28440.0,419.81,-45.268,1.3376,-26084.0,730.01,-38.275,2.2196,90.0,0.001,4.0,0.99999,4.0766e-6,4.0766e-6,Brehmer2022,String[],alkanes,,
Heptane,142-82-5,Rxi5SilMS,-44.209,18.78,5544.7,891.89,5.6177,2.7744,46.893,0.33525,27.337,0.60905,46.708,23.067,-31152.0,697.11,-51.43,2.171,-29139.0,1215.3,-45.528,3.6362,90.0,0.001,4.0,0.99998,1.6032e-5,1.6032e-5,Brehmer2022,String[],alkanes,alkane,
Octane,111-65-9,Rxi5SilMS,-56.321,4.2625,6672.4,214.75,7.2593,0.6234,69.526,0.089641,28.06,0.1459,60.357,5.1832,-34794.0,181.83,-55.629,0.52861,-33559.0,211.07,-52.127,0.60909,90.0,0.001,9.0,0.99997,0.00020424,3.404e-5,Brehmer2022,String[],alkanes,alkane,
Nonane,111-84-2,Rxi5SilMS,-59.435,2.8077,7340.0,148.59,7.5913,0.40715,90.144,0.080735,28.804,0.08733,63.118,3.3852,-38098.0,116.74,-58.959,0.3188,-38107.0,117.59,-58.984,0.32013,90.0,0.001,12.0,0.99997,0.00043816,4.8684e-5,Brehmer2022,String[],alkanes,alkane,
Decane,124-18-5,Rxi5SilMS,-70.905,1.0964,8450.3,60.429,9.1347,0.15785,108.97,0.033599,29.44,0.020806,75.95,1.3124,-41238.0,30.032,-62.01,0.076855,-42678.0,39.563,-65.878,0.10268,90.0,0.001,13.0,1.0,7.3211e-5,7.3211e-6,Brehmer2022,String[],Grob,alkane,alkanes
Undecane,1120-21-4,Rxi5SilMS,-75.494,1.8834,9176.4,107.85,9.6911,0.2694,126.54,0.063076,30.124,0.032355,80.576,2.2399,-44092.0,49.36,-64.409,0.11976,-47036.0,96.441,-72.133,0.24709,90.0,0.001,13.0,0.99999,0.00027242,2.7242e-5,Brehmer2022,String[],Grob,alkane,alkanes
Dodecane,112-40-3,Rxi5SilMS,-80.71,1.5738,9936.8,93.257,10.338,0.22384,142.81,0.04385,30.696,0.027276,85.953,1.8611,-46866.0,42.801,-66.761,0.10082,-51405.0,107.61,-78.432,0.27261,90.0,0.001,13.0,0.99999,0.00013578,1.3578e-5,Brehmer2022,String[],alkanes,alkane,
Tridecane,629-50-5,Rxi5SilMS,-85.944,1.9562,10687.0,119.63,10.992,0.2768,158.12,0.041741,31.279,0.039896,91.393,2.3015,-49440.0,63.783,-68.731,0.14664,-55665.0,169.5,-84.442,0.42227,90.0,0.001,12.0,0.99999,0.00011471,1.2746e-5,Brehmer2022,String[],alkanes,alkane,
Tetradecane,629-59-4,Rxi5SilMS,-90.02,2.0932,11365.0,131.69,11.483,0.29482,172.5,0.030579,31.792,0.044929,95.475,2.4513,-51941.0,73.751,-70.643,0.16491,-59818.0,215.39,-90.189,0.52839,90.0,0.001,11.0,1.0,4.7381e-5,5.9226e-6,Brehmer2022,String[],alkanes,alkane,
Pentadecane,629-62-9,Rxi5SilMS,-94.679,2.3561,12077.0,152.26,12.056,0.33046,186.01,0.031749,32.231,0.062204,100.24,2.7476,-54387.0,105.23,-72.54,0.22874,-64011.0,284.12,-96.055,0.68406,90.0,0.001,10.0,1.0,3.0466e-5,4.3523e-6,Brehmer2022,String[],alkanes,alkane,
Hexadecane,544-76-3,Rxi5SilMS,-99.476,3.1018,12791.0,205.53,12.652,0.43336,198.81,0.050233,32.662,0.096736,105.19,3.6032,-56703.0,168.37,-74.235,0.35606,-68149.0,426.87,-101.8,1.0094,90.0,0.001,9.0,1.0,2.4926e-5,4.1543e-6,Brehmer2022,String[],alkanes,alkane,
Heptadecane,629-78-7,Rxi5SilMS,-116.32,9.2039,14243.0,624.5,14.95,1.2813,211.06,0.19849,33.474,0.3384,124.3,10.653,-58236.0,590.66,-74.362,1.2168,-73285.0,1419.6,-110.12,3.2989,90.0,0.001,8.0,0.99999,9.4326e-5,1.8865e-5,Brehmer2022,String[],alkanes,alkane,
